dss2o_id,dss2o_created,dss2o_modified,dss2o_uuid,dss2o_name,dss2o_definition,dss2o_stewardship_organisation,dss2o_workgroup,dss2o_version,dss2o_references,dss2o_origin_URI,dss2o_origin,dss2o_comments,dss2o_statistical_unit,dss2o_collection_method
42121,2020-08-12,2021-06-21,8f0c026c-dc6e-11ea-b1f5-0a8620c9d3ec,Circumstance Driven Customer Management 'Change in Study' Data Mapping,"This data set specification identifies data necessary to complete transactions associated with study details for a customer that may be used to support a proposed Beta Trial.
Potential data sources will include universities, their software vendors and the",7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42122,2020-08-12,2021-06-21,8f194580-dc6e-11ea-8a29-062f7acd21ca,Student Online Claim Accommodation,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42123,2020-08-12,2021-06-21,8f185d8c-dc6e-11ea-b153-022da9221366,Student Online Claim Australian Residence Details,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42124,2020-08-12,2020-11-24,8f4db2e8-dc6e-11ea-8a08-02b137f3fb1e,Data Standards Business Data Dictionary,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,,,,
42128,2020-08-12,2021-06-21,91bd5830-dc6e-11ea-afd9-0a8620c9d3ec,Student Online Claim Circumstances,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42131,2020-08-12,2021-06-21,949963c8-dc6e-11ea-ac21-02b137f3fb1e,Student Online Claim Principal Carer,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42132,2020-08-12,2021-06-21,9499caf2-dc6e-11ea-b1f5-0a8620c9d3ec,Student Online Claim Education Status,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42133,2020-08-12,2021-06-21,949ad9c4-dc6e-11ea-b735-022da9221366,Student Online Claim Savings,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42134,2020-08-12,2021-06-21,94992192-dc6e-11ea-906f-062f7acd21ca,Student Online Claim Independence Details,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42135,2020-08-12,2021-06-21,9499967c-dc6e-11ea-9a41-0a6933dafb30,Student Online Claim Reporting Regime,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42136,2020-08-12,2021-06-21,949a0d64-dc6e-11ea-8a29-062f7acd21ca,Student Online Claim Payment Instructions,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42137,2020-08-12,2021-06-21,949ca1f0-dc6e-11ea-b153-022da9221366,Student Online Claim Other Assets,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42138,2020-08-12,2021-06-21,949ce124-dc6e-11ea-8ba0-022da9221366,Student Online Claim Sharer Details,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42139,2020-08-12,2021-06-21,949c9908-dc6e-11ea-8a08-02b137f3fb1e,Student Online Claim Relationship Details,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42212,2020-08-12,2021-01-18,9c8dbd90-dc6e-11ea-bade-0a6933dafb30,DHS AS4590 Standards 2006,"The Department of Human Services data dictionary can be used to collect details for a person or an organisation, including the name, identification details, contact details, name and address details. It is based on the Standards prepared by Standards Aust",7089da98b44c11ea849a5a0bdf2d1ed7,88,,"Originated as part of AS 4212-1994.
Previous edition AS 4590-1999.
Second edition 2006.",,"Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.
Standards Australia 201X. AS 4846   201X Person and provider identification in healthcare. Sydney: Standards Australia.",,,
42140,2020-08-12,2021-06-21,949c615e-dc6e-11ea-b216-0a8620c9d3ec,Student Online Claim SBP Income Estimate,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42141,2020-08-12,2021-06-21,949e1f62-dc6e-11ea-a913-0a6933dafb30,Austudy Study Details,This cluster of data elements provides information on the study details section of the Austudy form.,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42143,2020-08-12,2021-06-21,94ac9dee-dc6e-11ea-b9c4-02b137f3fb1e,Austudy Relationship Details,This cluster of data elements provides information on the relationship status section of the Austudy form.,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42145,2020-08-12,2021-06-21,94b19754-dc6e-11ea-bade-0a6933dafb30,Austudy Accommodation Details,This cluster of data elements provides information on the accommodation section of the Austudy form.,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42146,2020-08-12,2021-06-21,94d59fa0-dc6e-11ea-8a08-02b137f3fb1e,Austudy Form - Claim for Austudy,Provides information on the contents of the Austudy form SY002.,7089da98b44c11ea849a5a0bdf2d1ed7,111,,SY002,,Centrelink Repository,"Business owner: Education, Employment & Disabilities Programs Branch",,
42147,2020-08-12,2021-06-21,94dfbe86-dc6e-11ea-b216-0a8620c9d3ec,Austudy Living Arrangement Details,This cluster of data elements provides information on the living arrangements section of the Austudy form.,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42149,2020-08-12,2021-06-21,94e78238-dc6e-11ea-8ba0-022da9221366,Austudy Income And Assets Details,This cluster of data elements provides information on the income and assets section of the Austudy form.,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,Centrelink Repository,,,
42150,2020-08-12,2021-06-21,94ecaf38-dc6e-11ea-b153-022da9221366,Austudy Residence Details,This cluster of data elements provides information on the residential details section of the Austudy form.,7089da98b44c11ea849a5a0bdf2d1ed7,111,,,,,,,
42151,2020-08-12,2020-11-24,96bab440-dc6e-11ea-8a29-062f7acd21ca,Financial Account Details,"Financial institution details refers to the account the client has their refunds or credits paid to. This includes credit union, building society and lending institution accounts. The financial institution details may include the the account name, BSB, ac",7089da98b44c11ea849a5a0bdf2d1ed7,88,,Australian Taxation Office. Definitions-business portal. 2014. http://portalhelp.ato.gov.au/BP/ADMIN/Resources/Definitions/,,Centrelink Repository,,,
42156,2020-08-12,2020-11-24,96be11a8-dc6e-11ea-8a08-02b137f3fb1e,DHS Electronic Contact Details Data Dictionary,"The electronic contact details data dictionary is used to collect electronic contact details for a person or organisation, including telephone contact details. It is based on the Standards prepared by Standards Australia Subcommittee IT-027-01, Personal a",7089da98b44c11ea849a5a0bdf2d1ed7,88,,"Originated as part of AS 4212-1994.
Previous edition AS 4590-1999.
Second edition 2006.",,Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.,,,
42158,2020-08-12,2020-11-24,96c0b566-dc6e-11ea-ac21-02b137f3fb1e,DHS Organisation Details Data Dictionary,"The organisation details data dictionary is used to collect details for an organisation, including the name of the organisation. It is based on the Standards prepared by Standards Australia Subcommittee IT-027-01, Personal and Corporate Data-Representatio",7089da98b44c11ea849a5a0bdf2d1ed7,88,,"Originated as part of AS 4212-1994.
Previous edition AS 4590-1999.
Second edition 2006.",,Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.,Note: Updated to AS 4590_2017 Interchange of client information. Sydney: Standards Australia.,,
42159,2020-08-12,2020-11-24,96c3d7be-dc6e-11ea-b153-022da9221366,DHS Person Details Data Dictionary,"The person details data dictionary contains the data elements to identify the name and demographic characteristics of a person defined as a human being, whether adult or child. It is based on the Standards prepared by Standards Australia Subcommittee.",7089da98b44c11ea849a5a0bdf2d1ed7,88,,"Originated as part of AS 4212-1994.
Previous edition AS 4590-1999.
Second edition 2006.",,Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.,,,
42161,2020-08-12,2020-11-24,96d430e6-dc6e-11ea-8ba0-022da9221366,Disability Services NMDS 2014-15,"The Disability Services Minimum Data Set (DS NMDS) and is a national collection that has:

a set of nationally significant data items or pieces of information that are collected in all Australian jurisdictions; and   an agreed method of collection and tran",7089da98b44c11ea849a5a0bdf2d1ed7,88,,Disability Services collection forms 2014-15 (Service User and Service Type Outlet),,Disability Services National Minimum Data Set (DS NMDS): data guide 2014   15,,,
42162,2020-08-12,2020-11-24,96d467a0-dc6e-11ea-b1f5-0a8620c9d3ec,DHS Address Details Data Dictionary,"The address details data dictionary is used to collect information pertaining to an address, which is defined as a collection of information used for describing the location of an entity, and/or details describing how the entity can be contacted. It is ba",7089da98b44c11ea849a5a0bdf2d1ed7,88,,"Originated as part of AS 4212-1994.

Previous edition AS 4590-1999.

Second edition 2006.",,"Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.

Standards Australia/Standards New Zealand 2008. AS/NZS ISO6709:2008   Standard representation of latitude, longitude and altitude for geographic point lo","The addressing information interchange section of AS 4590 has been aligned with AS/NZS 4819, Geographic information   Rural and urban addressing. AS/NZS 4819 was compiled to direct authorities required to allocate physical addresses, whether they be to prop",,
42164,2020-08-12,2020-11-24,96f1d312-dc6e-11ea-bade-0a6933dafb30,DHS Party Identification Details Data Dictionary,The party identifier details data dictionary contains items which describe the identification details for people or organisations. A party may have multiple identification details and identifier statuses. It is based on the Standards prepared by Standards,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.,,,
42168,2020-08-12,2021-06-17,9774ca74-dc6e-11ea-9a41-0a6933dafb30,DHS Taxonomy,"The Department of Human Services data dictionary can be used to collect details for a person or an organisation, including the name, identification details, contact details, name and address details. It is based on the Standards prepared by Standards Aust",7089da98b44c11ea849a5a0bdf2d1ed7,88,,"Originated as part of AS 4212-1994.
Previous edition AS 4590-1999.
Second edition 2006.",,"Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.
Standards Australia 201X. AS 4846   201X Person and provider identification in healthcare. Sydney: Standards Australia.",,,
42173,2020-08-12,2021-06-17,9915f6aa-dc6e-11ea-8ba0-022da9221366,Employer (Organisation) Name Details,"The organisation name and type of name should be used in conjunction to describe an organisation name. This field may be used to record the name of the Current employer, the Future employer, and /or 'Funds paid' to employer.",7089da98b44c11ea849a5a0bdf2d1ed7,118,,,,Centrelink Repository,,,
42177,2020-08-12,2020-11-24,9918120a-dc6e-11ea-906f-062f7acd21ca,Employer Pay Cycle Details,Yet to be defined,7089da98b44c11ea849a5a0bdf2d1ed7,118,,,,Centrelink Repository,,,
42186,2020-08-12,2020-11-24,9947e03e-dc6e-11ea-ac21-02b137f3fb1e,Organisation Identifier Details,The identifier name and identifier designation number should be used in conjunction to describe a party identifier.,7089da98b44c11ea849a5a0bdf2d1ed7,118,,,,Centrelink Repository,,,
42189,2020-08-12,2020-11-24,99b2e0c8-dc6e-11ea-8ba0-022da9221366,Employer Address Details,"The employer address details may be used to record the details of the;- Current employer, the - - Future employer, and /or - - 'Funds paid' to employer. -",7089da98b44c11ea849a5a0bdf2d1ed7,118,,"Originated as part of AS 4212-1994.
Previous edition AS 4590-1999.
Second edition 2006.",,"Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.
Standards Australia/Standards New Zealand 2008. AS/NZS ISO6709:2008   Standard representation of latitude, longitude and altitude for geographic point loc",,,
42190,2020-08-12,2020-11-24,99e207ae-dc6e-11ea-b153-022da9221366,Employment Conditions,Contains all DHS data elements related to a person's employment.,7089da98b44c11ea849a5a0bdf2d1ed7,118,,,,Centrelink Repository,,,
42211,2020-08-12,2020-11-24,9c8dc90c-dc6e-11ea-ac21-02b137f3fb1e,Disability And Need for Assistance Cluster,This cluster of data elements provides information on the nature and extent of disability for a client of a specialist disability service reporting to the Disability Services NMDS.,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,,,
42213,2020-08-12,2021-06-17,9c8eda04-dc6e-11ea-8802-062f7acd21ca,Sex/Gender: DHS Master Data,- Gender- - Gender start date- - Gender end date- - Gender change reason code- - Sex- - Sex start date- - Sex end date- - Sex change reason-,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,,,,
42215,2020-08-12,2020-11-24,9c8f0592-dc6e-11ea-906f-062f7acd21ca,Activity And Participation Need for Assistance Cluster,"These data elements are used in conjunction with each other to determine the level of assistance a person with a disability requires and the type of activity for which this assistance is needed.

The activity and participation need for assistance cluster",7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,,,
42216,2020-08-12,2020-11-24,9c90097e-dc6e-11ea-8a29-062f7acd21ca,Body Functions Cluster,This data cluster is one of four clusters that make up the Functioning and Disability DSS. To ensure a complete description of human functioning it is recommended that it be collected along with the following three clusters over time and by a range of hea,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,"This cluster is based on the International Classification of Functioning, Disability and Health (ICF). The ICF was endorsed by the World Health Assembly in 2001 as a reference member of the WHO Family of International Classifications and of the Australian",,
42217,2020-08-12,2020-11-24,9c911986-dc6e-11ea-b735-022da9221366,Body Structures Cluster,This data cluster is one of four clusters that make up the Functioning and Disability DSS. To ensure a complete description of human functioning it is recommended that this cluster be collected along with the following three clusters over time and by,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,"This cluster is based on the International Classification of Functioning, Disability and Health (ICF). The ICF was endorsed by the World Health Assembly in 2001 as a reference member of the WHO Family of International Classifications and of the Australian",,
42219,2020-08-12,2021-06-17,9c908ab6-dc6e-11ea-b216-0a8620c9d3ec,Activities And Participation Cluster,This data cluster is one of four clusters that make up the Functioning and Disability DSS. To ensure a complete description of human functioning it is recommended that this cluster be collected along with the following three clusters over time and by a ra,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,"This cluster is based on the International Classification of Functioning, Disability and Health (ICF). The ICF is a reference member of the WHO Family of International Classifications (endorsed by the World Health Assembly in 2001) and of the Australian F",,
42220,2020-08-12,2021-06-21,9c918024-dc6e-11ea-8ba0-022da9221366,Informal Carer Benefits Cluster,This cluster may be applied to informal carers associated with clients of specialist disability services.,7089da98b44c11ea849a5a0bdf2d1ed7,99,,,,Centrelink Repository,,,
42221,2020-08-12,2020-11-24,9c926c5a-dc6e-11ea-a913-0a6933dafb30,Cultural And Language Diversity Cluster,Standards for Statistics on Cultural and Language Diversity have been developed by the Australian Bureau of Statistics (ABS) to provide a means of standardising the way the ABS and other agencies collect and disseminate information relating to the origins,7089da98b44c11ea849a5a0bdf2d1ed7,118,,,,AUSTRALIAN BUREAU OF STATISTICS. STANDARDS FOR STATISTICS ON CULTURAL AND LANGUAGE DIVERSITY. CAT NO. 1289.0. CANBERRA. 1999.,,,
42222,2020-08-12,2021-06-21,9c9d31ee-dc6e-11ea-b153-022da9221366,Disability Services Carer Details Cluster,This cluster of data elements provides information on carers associated with a client of a specialist disability service reporting to the Disability Services NMDS. The items may be recorded for all carers associated with a client.,7089da98b44c11ea849a5a0bdf2d1ed7,99,,,,Centrelink Repository,,,
42223,2020-08-12,2020-11-24,9ca2c82a-dc6e-11ea-9a41-0a6933dafb30,Funding Jurisdiction Cluster,This cluster applies to service type outlets reporting to the Disability Services National Minimum Data Set.,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,,,
42224,2020-08-12,2020-11-24,9cc56876-dc6e-11ea-bade-0a6933dafb30,Relationship: DHS Master Data,Relationship - Relationship Identifier- - Relationship type- - Relationship start date- - Relationship start time- - Relationship end date- - Relationship end time- - Relationship start reason - - Relationship end reason- - Relationship notes- Parental Re,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,,,,
42225,2020-08-12,2020-11-24,9d088c3c-dc6e-11ea-8a08-02b137f3fb1e,Disability Services Standards Cluster,This cluster regarding assessment against disability services standards applies to agencies providing services under the National Disability Agreement and providing data to the Disability Services National Minimum Data Set.,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,,,
42226,2020-08-12,2020-11-24,9d0e3060-dc6e-11ea-ac21-02b137f3fb1e,Environmental Factors Cluster,This data cluster is one of four clusters that make up the Functioning and Disability DSS. To ensure a complete description of human functioning it is recommended that this cluster be collected along with the following three clusters over time and by a ra,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,"This cluster is based on the International Classification of Functioning, Disability and Health (ICF). The ICF was endorsed by the World Health Assembly in 2001 as a reference member of the WHO Family of International Classifications and of the Australian",,
42227,2020-08-12,2021-06-17,9d111f8c-dc6e-11ea-b216-0a8620c9d3ec,Agency Sector Cluster,This cluster applies to agencies providing data to the Disability Services National Minimum Data Set.,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,,,
42228,2020-08-12,2021-06-17,9d150502-dc6e-11ea-b1f5-0a8620c9d3ec,DHS Master Data,The following subject areas have been identified as forming the draft logical data model for the Department of Human Services Master Data Management Strategy and Architecture Project. Ernst and Young Australia 2013. - Customer details- - Address- - Contac,7089da98b44c11ea849a5a0bdf2d1ed7,88,,"Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.Standards Australia 201X. AS 4846   201X Person and provider identification in healthcare. Sydney: Standards Australia<a href=""http://elink.csda.gov.au/BDR",,DEPARTMENT OF HUMAN SERVICES MASTER DATA MANAGEMENT STRATEGY AND ARCHITECTURE PROJECT. ERNST AND YOUNG AUSTRALIA 2013.,,,
42229,2020-08-12,2020-11-24,9d33a782-dc6e-11ea-8ba0-022da9221366,Disability Services Client Details Cluster,This cluster of data elements provides socio-demographic information on a client of a specialist disability service reporting to the Disability Services NMDS.,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,Centrelink Repository,,,
42230,2020-08-12,2020-11-24,9d67f140-dc6e-11ea-ac21-02b137f3fb1e,Birth: DHS Master Data,- Date of birth- - Country of birth- - State of birth- - City of birth-,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,,Need to resolve use of ISO or ABS standard.,,
42231,2020-08-12,2020-11-24,9e801012-dc6e-11ea-8a08-02b137f3fb1e,DHS AS4590/4846/5017 Standards,"The Department of Human Services data dictionary can be used to collect details for a person or an organisation, including the name, identification details, contact details, name and address details. It is based on the Standards prepared by Standards Aust",7089da98b44c11ea849a5a0bdf2d1ed7,88,,"Originated as part of AS 4212-1994.
Previous edition AS 4590-1999.
Second edition 2006.",,"Standards Australia 2006. AS 4590   2006 Interchange of client information. Sydney: Standards Australia.
Standards Australia 201X. AS 4846   201X Person and provider identification in healthcare. Sydney: Standards Australia.",,,
42232,2020-08-12,2021-04-15,9e813406-dc6e-11ea-b1f5-0a8620c9d3ec,Agency Credential: DHS Master Data,- Credential identifier- - Credential entry date- - Credential start date- - Credential end date- - Credential end reason code- - Credential security Lvl code- - Credential end reason source code- - Credential type- - Credential source code- - Credential,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,,,,
